"EB","LINK","OB","STEP","TASK","created_x","has_ATTACHMENT","has_CODE","has_STACK","has_TESTCASE","issue_key","issuetype_x","issuetype_y","created_y","wordcount","flesch","fog","lix","kinkaid","ari","colemanlieu","smog","issuetype_x.1","created_x.1","reporter_x","sp_estimator","reporter_bugnum","reporter_recent_bugnum","reporter_stable_sp_rate","estimator_bugnum","estimator_recent_bugnum","estimator_stable_sp_rate","assignee_bugnum","assignee_recent_bugnum","assignee_stable_sp_rate","issuetype_y.1","created_y.1","sp_change","text_multinomial","text_gaussian","text_bernoulli","text_complement","GROUP","collab_betweenness","collab_closeness","collab_clustering_coeff","collab_eigen_vector","collab_in_degree","collab_kcore","collab_out_degree","collab_total_degree","reporter_y","count_comment_before","count_summ_before","wordsDiff","firststorypoints","sp_sprint","sp_diff","type"
0,0,0,0,0,"2014-01-06T19:59:56.000-0600",False,False,False,False,"MULE-7497","New Feature","New Feature","2014-01-06T19:59:56.000-0600",12,-16.845,24.8,62.0,18.59,17.54,22.93,16.416407864998742,"New Feature","2014-01-06T19:59:56.000-0600","scamina","scamina",4,4,0.8888888888888888,4,4,0.8888888888888888,3,0,0.9489051094890508,"New Feature","2014-01-06T19:59:56.000-0600",False,0.0791258127592805,0.0,0.0004398579526757,0.4498934922249776,"A",0.39,0.44,0.0,0.5163993456251308,11.0,2.0,22.0,33.0,"scamina",0,0,0,3.0,8.0,5.0,"train"
0,0,0,0,3,"2017-04-03T09:28:40.000-0500",False,False,False,False,"MULE-12118","Improvement","Improvement","2017-04-03T09:28:40.000-0500",41,54.5914,14.1143,61.47619047619048,10.8619,14.975,15.1664,12.486832980505138,"Improvement","2017-04-03T09:28:40.000-0500","esteban.wasinger","esteban.wasinger",44,17,0.816793893129771,44,17,0.816793893129771,41,11,0.8918918918918919,"Improvement","2017-04-03T09:28:40.000-0500",False,0.03120407336133,1.0,5.911042475337668e-06,0.2076708807909434,"B",0.359465737514518,0.4285714285714285,0.0,0.4890076332313034,18.0,2.0,35.0,53.0,"esteban.wasinger",0,0,0,13.0,13.0,0.0,"train"
0,0,0,0,2,"2018-04-04T14:28:46.000-0500",True,True,False,False,"MULE-14849","Bug","Bug","2018-04-04T14:28:46.000-0500",154,16.9173,24.0699,77.644578313253,21.2095,28.45957831325301,19.917,18.247950681976903,"Bug","2018-04-04T14:28:46.000-0500","gsfernandes","gsfernandes",129,8,0.8013698630136986,132,8,0.7986577181208053,124,7,0.9160839160839158,"Bug","2018-04-04T14:28:46.000-0500",False,0.0162348402089949,0.0,0.0052610479758449,0.118392179631272,"B",0.2402597402597402,0.2727272727272727,0.0,0.3692758558232612,6.0,2.0,19.0,25.0,"gsfernandes",0,2,9,8.0,8.0,0.0,"train"
0,0,0,0,0,"2012-04-18T14:23:20.000-0500",False,False,False,False,"MULE-6172","Improvement","Improvement","2012-04-18T14:23:20.000-0500",52,48.2521,12.4242,45.60606060606061,11.0836,12.91375757575758,14.0484,11.366600265340756,"Improvement","2012-04-18T14:23:20.000-0500","mariano.capurro","mariano.capurro",0,0,0.8461538461538461,0,0,0.8461538461538461,0,0,0.0,"Improvement","2012-04-18T14:23:20.000-0500",False,0.0193389221151456,0.0,7.342807398251395e-05,0.1382830535759438,"B",0.2625,0.5625,0.0,0.0,9.0,1.0,7.0,16.0,"mariano.capurro",0,1,15,8.0,3.0,-5.0,"train"
0,0,0,0,0,"2016-03-14T07:15:49.000-0500",False,False,False,False,"MULE-9473","Task","Task","2016-03-14T07:15:49.000-0500",20,28.4057,16.019000000000002,59.0952380952381,14.5143,14.862857142857145,15.0262,13.95445115010332,"Task","2016-03-14T07:15:49.000-0500","alejandro.garcia","alejandro.garcia",11,10,0.831858407079646,11,10,0.831858407079646,0,0,0.0,"Task","2016-03-14T07:15:49.000-0500",True,0.0310971336364186,1.0,7.092565131475765e-05,0.2070884452300366,"B",0.4022177419354839,0.53125,0.0,0.5222309394907221,17.0,2.0,24.0,41.0,"alejandro.garcia",0,0,0,8.0,8.0,0.0,"train"
0,0,0,0,0,"2017-04-13T18:50:47.000-0500",False,False,False,False,"MULE-12212","Task","Task","2017-04-13T18:50:47.000-0500",207,39.4493,14.1538,47.59107981220657,13.0485,14.07464788732394,13.8731,12.486832980505138,"Task","2017-04-13T18:50:47.000-0500","pablo.kraan","pablo.kraan",133,29,0.8743455497382199,133,29,0.8743455497382199,0,0,0.0,"Task","2017-04-13T18:50:47.000-0500",False,0.0123869533750906,0.0,0.6824949024681574,0.092610926955539,"B",0.3584615384615384,0.5384615384615384,0.0,0.4767333569450301,14.0,2.0,17.0,31.0,"pablo.kraan",0,0,0,2.0,2.0,0.0,"train"
0,0,0,0,0,"2017-01-26T15:47:02.000-0600",False,False,False,False,"MULE-11540","Improvement","Improvement","2017-01-26T15:47:02.000-0600",24,13.275,16.2667,49.0,17.37,15.10125,13.6271,13.95445115010332,"Improvement","2017-01-26T15:47:02.000-0600","rodrigo.merino","rodrigo.merino",76,32,0.921161825726141,76,32,0.921161825726141,72,36,0.9468599033816424,"Improvement","2017-01-26T15:47:02.000-0600",False,0.0378628392358671,0.0,0.0001464569979202,0.2724943962125869,"A",0.3695652173913043,0.4565217391304348,0.0,0.4948679659829034,21.0,2.0,37.0,58.0,"rodrigo.merino",0,0,0,1.0,1.0,0.0,"train"
0,0,0,0,0,"2017-01-03T07:40:31.000-0600",False,False,False,False,"MULE-11326","Improvement","Improvement","2017-01-03T07:40:31.000-0600",46,54.1333,15.6284,43.326241134751776,9.6009,9.65269503546099,11.3591,13.488088481701515,"Improvement","2017-01-03T07:40:31.000-0600","alejandro_pulver","alejandro_pulver",3,3,1.0,3,3,1.0,3,3,1.0,"Improvement","2017-01-03T07:40:31.000-0600",False,0.1201186523953999,0.0,0.0004319517063167,0.5262697795539479,"B",0.2794117647058824,0.3529411764705882,0.0,0.3651498661364757,6.0,2.0,13.0,19.0,"alejandro_pulver",0,0,0,1.0,1.0,0.0,"train"
0,0,0,0,0,"2016-06-13T09:56:16.000-0500",False,False,False,False,"MULE-9899","Improvement","Improvement","2016-06-13T09:56:16.000-0500",25,49.484,19.6,61.0,12.568,14.9968,12.9212,16.416407864998742,"Improvement","2016-06-13T09:56:16.000-0500","mariano.gonzalez","mariano.gonzalez",154,24,0.9085872576177284,154,24,0.9085872576177284,166,20,0.9074626865671642,"Improvement","2016-06-13T09:56:16.000-0500",False,0.0269963102669169,1.0,7.59779790664697e-06,0.1841913500217263,"B",0.2127340823970037,0.2222222222222222,0.0,0.3960531568560781,20.0,2.0,86.0,106.0,"mariano.gonzalez",0,0,0,13.0,13.0,0.0,"train"
0,0,0,0,0,"2017-07-21T15:44:17.000-0500",False,False,False,False,"MULE-13161","Bug","Bug","2017-07-21T15:44:17.000-0500",16,-63.205,26.4,91.0,26.05,25.4275,30.9175,18.491933384829668,"Bug","2017-07-21T15:44:17.000-0500","juan.desimoni","juan.desimoni",73,17,0.9,73,17,0.9,80,19,0.9344262295081968,"Bug","2017-07-21T15:44:17.000-0500",False,0.0238304393019899,1.0,5.457135838847944e-07,0.1657310459106164,"B",0.3591397849462365,0.6451612903225806,0.0,0.5107552497402783,20.0,2.0,17.0,37.0,"juan.desimoni",0,0,0,3.0,3.0,0.0,"train"
