"EB","LINK","OB","STEP","TASK","created_x","has_ATTACHMENT","has_CODE","has_STACK","has_TESTCASE","issue_key","issuetype_x","issuetype_y","created_y","wordcount","flesch","fog","lix","kinkaid","ari","colemanlieu","smog","issuetype_x.1","created_x.1","reporter_x","sp_estimator","reporter_bugnum","reporter_recent_bugnum","reporter_stable_sp_rate","estimator_bugnum","estimator_recent_bugnum","estimator_stable_sp_rate","assignee_bugnum","assignee_recent_bugnum","assignee_stable_sp_rate","issuetype_y.1","created_y.1","sp_change","text_multinomial","text_gaussian","text_bernoulli","text_complement","GROUP","collab_betweenness","collab_closeness","collab_clustering_coeff","collab_eigen_vector","collab_in_degree","collab_kcore","collab_out_degree","collab_total_degree","reporter_y","count_comment_before","count_summ_before","wordsDiff","firststorypoints","sp_sprint","sp_diff","type"
0,0,0,0,0,"2015-12-17T15:18:18.000+0000",False,False,False,False,"DM-4696","Story","Story","2015-12-17T15:18:18.000+0000",7,59.745,15.7333,22.66666666666667,6.4167,7.475000000000001,11.595,10.745966692414834,"Story","2015-12-17T15:18:18.000+0000","Jacek Becla [X]","fritzm",302,23,0.73125,350,37,0.7775551102204409,13,3,0.7916666666666666,"Story","2015-12-17T15:18:18.000+0000",False,0.1235144179408177,0.0,0.0018899837901014,0.4150532713774727,"A",0.534412955465587,0.6923076923076923,0.0,0.6123703398128983,27.0,2.0,30.0,57.0,"fritzm",0,0,0,12.0,12.0,0.0,"train"
0,0,0,0,0,"2016-07-01T18:07:41.000+0000",False,False,False,False,"DM-6884","Story","Story","2016-07-01T18:07:41.000+0000",44,49.853,10.7927,47.43636363636364,8.492,9.838409090909089,14.3907,9.928203230275509,"Story","2016-07-01T18:07:41.000+0000","abh","abh",0,0,0.5,0,0,0.5,16,0,0.7916666666666666,"Story","2016-07-01T18:07:41.000+0000",False,0.1057248366315739,0.0,0.0132991632931026,0.3731503677573083,"A",0.2321428571428571,0.25,0.0,0.3535549640815491,2.0,2.0,7.0,9.0,"abh",0,0,0,4.0,4.0,0.0,"train"
0,0,0,0,0,"2016-01-18T13:48:13.000+0000",False,False,False,False,"DM-4839","Story","Story","2016-01-18T13:48:13.000+0000",34,15.5662,25.3647,75.17647058823529,19.5347,21.89058823529412,16.2324,20.32050807568877,"Story","2016-01-18T13:48:13.000+0000","jbosch","jbosch",124,0,0.8488745980707395,125,0,0.8461538461538461,52,2,0.9095477386934674,"Story","2016-01-18T13:48:13.000+0000",False,0.0448276558104814,0.0,0.0010723757933148,0.1911402533756382,"A",0.6119955572010367,0.8378378378378378,0.0,0.6614410742084446,62.0,2.0,54.0,116.0,"jbosch",0,0,0,6.0,6.0,0.0,"train"
0,1,0,0,0,"2015-07-31T20:01:51.000+0000",False,True,False,False,"DM-3360","Story","Story","2015-07-31T20:01:51.000+0000",12,-20.7375,13.6667,47.5,18.015,34.444,45.3827,10.745966692414834,"Story","2015-07-31T20:01:51.000+0000","Jacek Becla [X]","fritzm",239,46,0.73125,267,49,0.7775551102204409,17,5,0.8253968253968254,"Story","2015-07-31T20:01:51.000+0000",False,0.077158388673767,0.0,0.000635409192866,0.2962647257978593,"A",0.5548780487804879,0.7560975609756098,0.0,0.6324581617060872,31.0,2.0,30.0,61.0,"fritzm",0,0,0,0.2,0.2,0.0,"train"
0,0,0,0,0,"2016-09-22T15:59:10.000+0000",False,True,False,False,"DM-7716","Bug","Bug","2016-09-22T15:59:10.000+0000",66,47.4386,16.0486,49.581081081081074,11.2385,14.679729729729733,16.1673,13.95445115010332,"Bug","2016-09-22T15:59:10.000+0000","lauren","lauren",43,2,0.7663551401869159,43,2,0.7663551401869159,49,4,0.7931034482758621,"Bug","2016-09-22T15:59:10.000+0000",False,0.0325795003043535,0.0,0.0001055504227059,0.1449834127253118,"A",0.5554435483870968,0.84375,0.0,0.6575975237618898,27.0,2.0,21.0,48.0,"lauren",0,0,0,0.5,0.5,0.0,"train"
0,0,0,0,0,"2018-06-05T20:52:37.000+0000",False,False,False,False,"DM-14697","Story","Story","2018-06-05T20:52:37.000+0000",13,56.9785,11.3538,74.53846153846155,8.5415,16.590769230769233,21.31,10.745966692414834,"Story","2018-06-05T20:52:37.000+0000","yusra","yusra",45,2,0.609375,45,2,0.609375,45,1,0.6346153846153846,"Story","2018-06-05T20:52:37.000+0000",True,0.1016809126895914,1.0,0.0043174806843653,0.3671285624174373,"B",0.5913978494623656,0.6774193548387096,0.0,0.6215837281736437,21.0,2.0,27.0,48.0,"yusra",0,0,0,4.0,4.0,0.0,"train"
0,0,0,0,0,"2016-03-14T16:14:49.000+0000",False,False,False,False,"DM-5446","Story","Story","2016-03-14T16:14:49.000+0000",35,62.3007,13.8865,34.71621621621622,9.1655,7.678378378378376,7.4119,12.486832980505138,"Story","2016-03-14T16:14:49.000+0000","krughoff","krughoff",43,5,0.9555555555555556,43,5,0.9555555555555556,10,7,0.8245614035087719,"Story","2016-03-14T16:14:49.000+0000",False,0.0941685980690626,0.0,0.0067234978914606,0.3435941811298029,"A",0.6112531969309463,0.7391304347826086,0.0,0.6373812524463938,51.0,2.0,57.0,108.0,"krughoff",0,0,0,2.0,2.0,0.0,"train"
0,0,0,0,0,"2017-02-28T13:36:56.000+0000",False,False,False,False,"DM-9616","Story","Story","2017-02-28T13:36:56.000+0000",21,84.8057,12.2095,44.80952380952381,6.6476,10.152857142857146,9.1362,10.745966692414834,"Story","2017-02-28T13:36:56.000+0000","sullivan","sullivan",23,3,0.8783783783783784,23,3,0.8783783783783784,33,3,0.8837209302325582,"Story","2017-02-28T13:36:56.000+0000",False,0.0531316465749525,1.0,0.0034738638142083,0.2233487749750696,"B",0.6298701298701299,0.8636363636363636,0.0,0.6695350911621211,19.0,2.0,16.0,35.0,"sullivan",0,0,0,3.0,3.0,0.0,"train"
0,0,0,0,0,"2015-08-28T17:33:15.000+0000",False,True,False,False,"DM-3651","Bug","Bug","2015-08-28T17:33:15.000+0000",64,33.0181,13.3274,47.017123287671225,13.1878,17.116369863013695,19.3485,12.082951062292477,"Bug","2015-08-28T17:33:15.000+0000","rowen","rowen",37,17,0.8016528925619835,37,17,0.8016528925619835,48,17,0.7993079584775087,"Bug","2015-08-28T17:33:15.000+0000",False,0.0615716309541981,0.0,0.0016350402538377,0.2516418597822946,"B",0.6103500761035008,0.8904109589041096,0.0,0.6756671602077029,65.0,2.0,50.0,115.0,"rowen",0,2,4,2.0,2.0,0.0,"train"
0,0,0,0,3,"2017-08-11T08:37:14.000+0000",False,False,False,False,"DM-11574","Improvement","Improvement","2017-08-11T08:37:14.000+0000",142,67.5404,14.1143,46.85034013605442,9.0558,11.434489795918374,10.7389,12.486832980505138,"Improvement","2017-08-11T08:37:14.000+0000","rowen","rowen",134,10,0.8016528925619835,134,10,0.8016528925619835,171,11,0.7993079584775087,"Improvement","2017-08-11T08:37:14.000+0000",True,0.0349952386608508,1.0,0.7479684160869987,0.156726314646686,"B",0.5030303030303029,0.8363636363636363,0.0,0.6488893830441897,46.0,2.0,33.0,79.0,"rowen",0,0,0,2.0,2.0,0.0,"train"
